po_id,supplier_id,site_id,part_id,order_date,promised_date,receipt_date,ordered_qty,received_qty,delivery_delay_days,late_delivery,actual_lead_time_days,lead_time_days_x,lead_time_days_y,lead_time_days,lead_time_variance_days,otif
PO010742,SUP017,SITE03,P00108,2024-03-25,2024-04-26,2024-04-23,22,22,-3,0,29,36,36,36,-7,1
PO010743,SUP017,SITE03,P00108,2024-04-15,2024-05-25,2024-05-24,19,19,-1,0,39,36,36,36,3,1
PO010744,SUP017,SITE03,P00108,2024-05-20,2024-06-24,2024-06-25,24,24,1,1,36,36,36,36,0,0
PO010745,SUP017,SITE03,P00108,2024-06-10,2024-07-18,2024-07-17,10,10,-1,0,37,36,36,36,1,1
PO010746,SUP017,SITE03,P00108,2024-06-24,2024-07-25,2024-07-27,28,28,2,1,33,36,36,36,-3,0
PO010747,SUP017,SITE03,P00108,2024-08-19,2024-09-23,2024-09-21,17,14,-2,0,33,36,36,36,-3,0
PO010748,SUP017,SITE03,P00108,2024-08-26,2024-10-01,2024-09-28,48,34,-3,0,33,36,36,36,-3,0
PO010749,SUP017,SITE03,P00108,2024-10-07,2024-11-10,2024-11-07,32,32,-3,0,31,36,36,36,-5,1
PO010750,SUP017,SITE03,P00108,2024-10-21,2024-11-24,2024-11-25,27,27,1,1,35,36,36,36,-1,0
PO010751,SUP017,SITE03,P00108,2024-11-11,2024-12-20,2024-12-18,19,19,-2,0,37,36,36,36,1,1
PO010752,SUP017,SITE03,P00108,2024-12-09,2025-01-13,2025-01-10,12,12,-3,0,32,36,36,36,-4,1
PO010753,SUP017,SITE04,P00108,2022-01-24,2022-03-01,2022-02-26,12,10,-3,0,33,36,36,36,-3,0
PO010754,SUP017,SITE04,P00108,2022-01-31,2022-03-14,2022-03-14,26,26,0,0,42,36,36,36,6,1
PO010755,SUP017,SITE04,P00108,2022-05-02,2022-06-14,2022-06-16,39,39,2,1,45,36,36,36,9,0
PO010756,SUP017,SITE04,P00108,2022-05-23,2022-06-27,2022-06-28,52,52,1,1,36,36,36,36,0,0
PO010757,SUP017,SITE04,P00108,2022-05-30,2022-07-04,2022-07-01,28,17,-3,0,32,36,36,36,-4,0
PO010758,SUP017,SITE04,P00108,2022-06-27,2022-08-04,2022-08-04,38,38,0,0,38,36,36,36,2,1
PO010759,SUP017,SITE04,P00108,2022-07-11,2022-08-21,2022-08-18,66,66,-3,0,38,36,36,36,2,1
PO010760,SUP017,SITE04,P00108,2022-10-10,2022-11-15,2022-11-13,65,65,-2,0,34,36,36,36,-2,1
PO010761,SUP017,SITE04,P00108,2022-10-17,2022-11-21,2022-11-23,69,69,2,1,37,36,36,36,1,0
PO010762,SUP017,SITE04,P00108,2022-10-31,2022-12-03,2022-11-30,74,74,-3,0,30,36,36,36,-6,1
PO010763,SUP017,SITE04,P00108,2022-12-05,2023-01-11,2023-01-12,20,20,1,1,38,36,36,36,2,0
PO010764,SUP017,SITE04,P00108,2022-12-12,2023-01-13,2023-01-10,48,48,-3,0,29,36,36,36,-7,1
PO010765,SUP017,SITE04,P00108,2022-12-19,2023-01-25,2023-01-25,50,50,0,0,37,36,36,36,1,1
PO010766,SUP017,SITE04,P00108,2023-01-16,2023-02-22,2023-02-25,10,10,3,1,40,36,36,36,4,0
PO010767,SUP017,SITE04,P00108,2023-02-20,2023-03-24,2023-03-22,37,37,-2,0,30,36,36,36,-6,1
PO010768,SUP017,SITE04,P00108,2023-03-13,2023-04-18,2023-04-20,43,43,2,1,38,36,36,36,2,0
PO010769,SUP017,SITE04,P00108,2023-04-24,2023-05-31,2023-05-31,19,19,0,0,37,36,36,36,1,1
PO010770,SUP017,SITE04,P00108,2023-05-22,2023-06-27,2023-07-01,18,18,4,1,40,36,36,36,4,0
PO010771,SUP017,SITE04,P00108,2023-06-05,2023-07-09,2023-07-10,29,29,1,1,35,36,36,36,-1,0
PO010772,SUP017,SITE04,P00108,2023-08-21,2023-09-24,2023-09-23,34,34,-1,0,33,36,36,36,-3,1
PO010773,SUP017,SITE04,P00108,2023-09-18,2023-10-23,2023-10-26,51,51,3,1,38,36,36,36,2,0
PO010774,SUP017,SITE04,P00108,2023-11-06,2023-12-08,2023-12-10,23,23,2,1,34,36,36,36,-2,0
PO010775,SUP017,SITE04,P00108,2023-11-13,2023-12-19,2023-12-18,29,29,-1,0,35,36,36,36,-1,1
PO010776,SUP017,SITE04,P00108,2023-11-27,2024-01-03,2023-12-31,23,23,-3,0,34,36,36,36,-2,1
PO010777,SUP017,SITE04,P00108,2023-12-04,2024-01-11,2024-01-12,72,72,1,1,39,36,36,36,3,0
PO010778,SUP017,SITE04,P00108,2023-12-11,2024-01-14,2024-01-16,32,32,2,1,36,36,36,36,0,0
PO010779,SUP017,SITE04,P00108,2024-02-12,2024-03-21,2024-03-20,41,41,-1,0,37,36,36,36,1,1
PO010780,SUP017,SITE04,P00108,2024-03-04,2024-04-15,2024-04-19,47,47,4,1,46,36,36,36,10,0
PO010781,SUP017,SITE04,P00108,2024-03-18,2024-04-27,2024-04-25,33,33,-2,0,38,36,36,36,2,1
PO010782,SUP017,SITE04,P00108,2024-04-08,2024-05-14,2024-05-11,32,32,-3,0,33,36,36,36,-3,1
PO010783,SUP017,SITE04,P00108,2024-05-20,2024-06-27,2024-07-02,34,34,5,1,43,36,36,36,7,0
PO010784,SUP017,SITE04,P00108,2024-06-10,2024-07-15,2024-07-12,76,76,-3,0,32,36,36,36,-4,1
PO010785,SUP017,SITE04,P00108,2024-07-15,2024-08-16,2024-08-21,39,39,5,1,37,36,36,36,1,0
PO010786,SUP017,SITE04,P00108,2024-08-05,2024-09-10,2024-09-12,57,57,2,1,38,36,36,36,2,0
PO010787,SUP017,SITE04,P00108,2024-12-16,2025-01-19,2025-01-20,15,15,1,1,35,36,36,36,-1,0
PO010788,SUP017,SITE05,P00108,2022-03-14,2022-04-18,2022-04-17,21,16,-1,0,34,36,36,36,-2,0
PO010789,SUP017,SITE05,P00108,2022-04-04,2022-05-03,2022-04-30,13,13,-3,0,26,36,36,36,-10,1
PO010790,SUP017,SITE05,P00108,2022-04-11,2022-05-23,2022-05-27,43,43,4,1,46,36,36,36,10,0
PO010791,SUP017,SITE05,P00108,2022-05-02,2022-06-06,2022-06-10,18,18,4,1,39,36,36,36,3,0
PO010792,SUP017,SITE05,P00108,2022-05-23,2022-06-29,2022-07-02,30,30,3,1,40,36,36,36,4,0
PO010793,SUP017,SITE05,P00108,2022-06-13,2022-07-21,2022-07-22,52,35,1,1,39,36,36,36,3,0
PO010794,SUP017,SITE05,P00108,2022-07-25,2022-08-30,2022-08-27,20,20,-3,0,33,36,36,36,-3,1
PO010795,SUP017,SITE05,P00108,2022-11-14,2022-12-24,2022-12-21,13,12,-3,0,37,36,36,36,1,0
PO010796,SUP017,SITE05,P00108,2022-11-28,2022-12-31,2023-01-01,30,30,1,1,34,36,36,36,-2,0
PO010797,SUP017,SITE05,P00108,2022-12-05,2023-01-10,2023-01-13,47,47,3,1,39,36,36,36,3,0
PO010798,SUP017,SITE05,P00108,2022-12-12,2023-01-18,2023-01-21,12,12,3,1,40,36,36,36,4,0
PO010799,SUP017,SITE05,P00108,2022-12-19,2023-01-29,2023-01-26,23,23,-3,0,38,36,36,36,2,1
PO010800,SUP017,SITE05,P00108,2022-12-26,2023-02-05,2023-02-07,57,57,2,1,43,36,36,36,7,0
PO010801,SUP017,SITE05,P00108,2023-02-06,2023-03-18,2023-03-15,34,34,-3,0,37,36,36,36,1,1
PO010802,SUP017,SITE05,P00108,2023-02-27,2023-04-06,2023-04-08,7,7,2,1,40,36,36,36,4,0
PO010803,SUP017,SITE05,P00108,2023-03-27,2023-04-28,2023-04-25,29,27,-3,0,29,36,36,36,-7,0
PO010804,SUP017,SITE05,P00108,2023-04-03,2023-05-08,2023-05-08,45,45,0,0,35,36,36,36,-1,1
PO010805,SUP017,SITE05,P00108,2023-05-15,2023-06-20,2023-06-23,18,18,3,1,39,36,36,36,3,0
PO010806,SUP017,SITE05,P00108,2023-06-12,2023-07-18,2023-07-20,21,19,2,1,38,36,36,36,2,0
PO010807,SUP017,SITE05,P00108,2023-07-10,2023-08-16,2023-08-22,18,18,6,1,43,36,36,36,7,0
PO010808,SUP017,SITE05,P00108,2023-07-24,2023-08-28,2023-08-30,22,22,2,1,37,36,36,36,1,0
PO010809,SUP017,SITE05,P00108,2023-08-14,2023-09-17,2023-09-15,25,25,-2,0,32,36,36,36,-4,1
PO010810,SUP017,SITE05,P00108,2023-12-18,2024-01-21,2024-01-21,43,43,0,0,34,36,36,36,-2,1
PO010811,SUP017,SITE05,P00108,2024-02-05,2024-03-10,2024-03-11,20,20,1,1,35,36,36,36,-1,0
PO010812,SUP017,SITE05,P00108,2024-02-12,2024-03-19,2024-03-18,34,34,-1,0,35,36,36,36,-1,1
PO010813,SUP017,SITE05,P00108,2024-04-08,2024-05-12,2024-05-17,12,12,5,1,39,36,36,36,3,0
PO010814,SUP017,SITE05,P00108,2024-04-15,2024-05-20,2024-05-21,19,19,1,1,36,36,36,36,0,0
PO010815,SUP017,SITE05,P00108,2024-06-10,2024-07-16,2024-07-19,31,31,3,1,39,36,36,36,3,0
PO010816,SUP017,SITE05,P00108,2024-07-29,2024-09-02,2024-08-30,50,50,-3,0,32,36,36,36,-4,1
PO010817,SUP017,SITE05,P00108,2024-09-09,2024-10-17,2024-10-17,9,9,0,0,38,36,36,36,2,1
PO010818,SUP017,SITE05,P00108,2024-10-07,2024-11-14,2024-11-11,22,22,-3,0,35,36,36,36,-1,1
PO010819,SUP017,SITE05,P00108,2024-10-14,2024-11-23,2024-11-29,46,46,6,1,46,36,36,36,10,0
PO010820,SUP017,SITE05,P00108,2024-10-28,2024-12-03,2024-11-30,16,11,-3,0,33,36,36,36,-3,0
PO010821,SUP017,SITE05,P00108,2024-12-02,2025-01-08,2025-01-07,21,21,-1,0,36,36,36,36,0,1
PO010822,SUP017,SITE05,P00108,2024-12-16,2025-01-18,2025-01-21,17,17,3,1,36,36,36,36,0,0
PO010823,SUP017,SITE06,P00108,2022-01-24,2022-03-02,2022-02-27,25,25,-3,0,34,36,36,36,-2,1
PO010824,SUP017,SITE06,P00108,2022-05-16,2022-06-23,2022-06-20,24,17,-3,0,35,36,36,36,-1,0
PO010825,SUP017,SITE06,P00108,2022-05-30,2022-07-02,2022-07-03,25,25,1,1,34,36,36,36,-2,0
PO010826,SUP017,SITE06,P00108,2022-06-27,2022-08-03,2022-07-31,28,28,-3,0,34,36,36,36,-2,1
PO010827,SUP017,SITE06,P00108,2022-07-11,2022-08-17,2022-08-17,27,27,0,0,37,36,36,36,1,1
PO010828,SUP017,SITE06,P00108,2022-07-25,2022-08-30,2022-08-29,30,30,-1,0,35,36,36,36,-1,1
PO010829,SUP017,SITE06,P00108,2022-08-01,2022-09-03,2022-09-01,56,56,-2,0,31,36,36,36,-5,1
PO010830,SUP017,SITE06,P00108,2022-09-05,2022-10-10,2022-10-12,37,37,2,1,37,36,36,36,1,0
PO010831,SUP017,SITE06,P00108,2022-11-07,2022-12-15,2022-12-12,34,34,-3,0,35,36,36,36,-1,1
PO010832,SUP017,SITE06,P00108,2022-11-21,2022-12-21,2022-12-19,38,38,-2,0,28,36,36,36,-8,1
PO010833,SUP017,SITE06,P00108,2023-01-23,2023-03-01,2023-02-26,44,44,-3,0,34,36,36,36,-2,1
PO010834,SUP017,SITE06,P00108,2023-02-06,2023-03-15,2023-03-17,42,42,2,1,39,36,36,36,3,0
PO010835,SUP017,SITE06,P00108,2023-02-27,2023-04-10,2023-04-07,37,37,-3,0,39,36,36,36,3,1
PO010836,SUP017,SITE06,P00108,2023-03-13,2023-04-17,2023-04-19,36,36,2,1,37,36,36,36,1,0
PO010837,SUP017,SITE06,P00108,2023-04-03,2023-05-06,2023-05-09,61,43,3,1,36,36,36,36,0,0
PO010838,SUP017,SITE06,P00108,2023-04-24,2023-05-31,2023-05-31,91,91,0,0,37,36,36,36,1,1
PO010839,SUP017,SITE06,P00108,2023-07-10,2023-08-14,2023-08-15,89,89,1,1,36,36,36,36,0,0
PO010840,SUP017,SITE06,P00108,2023-07-17,2023-08-24,2023-08-21,37,37,-3,0,35,36,36,36,-1,1
PO010841,SUP017,SITE06,P00108,2023-08-21,2023-09-25,2023-09-24,71,62,-1,0,34,36,36,36,-2,0
PO010842,SUP017,SITE06,P00108,2023-09-04,2023-10-10,2023-10-07,23,23,-3,0,33,36,36,36,-3,1
PO010843,SUP017,SITE06,P00108,2023-09-18,2023-10-28,2023-10-25,41,26,-3,0,37,36,36,36,1,0
PO010844,SUP017,SITE06,P00108,2023-09-25,2023-10-27,2023-10-29,83,83,2,1,34,36,36,36,-2,0
PO010845,SUP017,SITE06,P00108,2023-10-23,2023-11-26,2023-11-27,98,98,1,1,35,36,36,36,-1,0
PO010846,SUP017,SITE06,P00108,2023-10-30,2023-12-07,2023-12-04,10,10,-3,0,35,36,36,36,-1,1
PO010847,SUP017,SITE06,P00108,2023-12-18,2024-01-22,2024-01-19,60,60,-3,0,32,36,36,36,-4,1
PO010848,SUP017,SITE06,P00108,2023-12-25,2024-02-04,2024-02-01,97,97,-3,0,38,36,36,36,2,1
PO010849,SUP017,SITE06,P00108,2024-04-01,2024-05-06,2024-05-03,52,44,-3,0,32,36,36,36,-4,0
PO010850,SUP017,SITE06,P00108,2024-04-15,2024-05-17,2024-05-14,41,41,-3,0,29,36,36,36,-7,1
PO010851,SUP017,SITE06,P00108,2024-05-27,2024-07-06,2024-07-05,50,50,-1,0,39,36,36,36,3,1
PO010852,SUP017,SITE06,P00108,2024-06-03,2024-07-10,2024-07-07,41,41,-3,0,34,36,36,36,-2,1
PO010853,SUP017,SITE06,P00108,2024-07-15,2024-08-20,2024-08-19,48,48,-1,0,35,36,36,36,-1,1
PO010854,SUP017,SITE06,P00108,2024-08-12,2024-09-12,2024-09-09,29,29,-3,0,28,36,36,36,-8,1
PO010855,SUP017,SITE06,P00108,2024-09-09,2024-10-18,2024-10-18,27,27,0,0,39,36,36,36,3,1
PO010856,SUP017,SITE06,P00108,2024-09-30,2024-11-13,2024-11-14,43,43,1,1,45,36,36,36,9,0
PO010857,SUP017,SITE06,P00108,2024-11-04,2024-12-10,2024-12-07,33,33,-3,0,33,36,36,36,-3,1
PO010858,SUP029,SITE01,P00109,2022-02-14,2022-04-05,2022-04-08,6,6,3,1,53,50,50,50,3,0
PO010859,SUP029,SITE01,P00109,2022-02-28,2022-04-25,2022-04-27,2,2,2,1,58,50,50,50,8,0
PO010860,SUP029,SITE01,P00109,2023-07-10,2023-08-24,2023-08-23,4,4,-1,0,44,50,50,50,-6,1
PO010861,SUP029,SITE01,P00109,2023-10-02,2023-11-20,2023-11-20,6,6,0,0,49,50,50,50,-1,1
PO010862,SUP029,SITE01,P00109,2024-01-15,2024-02-27,2024-02-27,4,4,0,0,43,50,50,50,-7,1
PO010863,SUP029,SITE01,P00109,2024-02-05,2024-03-26,2024-03-29,17,17,3,1,53,50,50,50,3,0
PO010864,SUP029,SITE01,P00109,2024-02-19,2024-04-07,2024-04-09,12,12,2,1,50,50,50,50,0,0
PO010865,SUP029,SITE01,P00109,2024-10-14,2024-12-04,2024-12-02,5,5,-2,0,49,50,50,50,-1,1
PO010866,SUP029,SITE01,P00109,2024-11-25,2025-01-12,2025-01-09,6,6,-3,0,45,50,50,50,-5,1
PO010867,SUP029,SITE02,P00109,2022-05-30,2022-07-16,2022-07-17,4,4,1,1,48,50,50,50,-2,0
PO010868,SUP029,SITE02,P00109,2022-09-12,2022-11-05,2022-11-05,2,2,0,0,54,50,50,50,4,1
PO010869,SUP029,SITE02,P00109,2022-12-19,2023-02-06,2023-02-04,2,2,-2,0,47,50,50,50,-3,1
PO010870,SUP029,SITE02,P00109,2023-04-03,2023-05-21,2023-05-24,6,6,3,1,51,50,50,50,1,0
PO010871,SUP029,SITE02,P00109,2023-05-15,2023-07-08,2023-07-09,4,4,1,1,55,50,50,50,5,0
PO010872,SUP029,SITE02,P00109,2023-07-24,2023-08-31,2023-08-31,6,6,0,0,38,50,50,50,-12,1
PO010873,SUP029,SITE02,P00109,2023-08-21,2023-10-04,2023-10-03,6,6,-1,0,43,50,50,50,-7,1
PO010874,SUP029,SITE02,P00109,2024-12-16,2025-02-03,2025-01-31,2,2,-3,0,46,50,50,50,-4,1
PO010875,SUP029,SITE03,P00109,2022-07-11,2022-09-01,2022-09-07,6,6,6,1,58,50,50,50,8,0
PO010876,SUP029,SITE03,P00109,2022-09-19,2022-11-03,2022-11-01,9,9,-2,0,43,50,50,50,-7,1
PO010877,SUP029,SITE03,P00109,2022-11-28,2023-01-17,2023-01-18,9,9,1,1,51,50,50,50,1,0
PO010878,SUP029,SITE03,P00109,2023-02-13,2023-04-03,2023-03-31,9,9,-3,0,46,50,50,50,-4,1
PO010879,SUP029,SITE03,P00109,2023-02-27,2023-04-19,2023-04-22,7,7,3,1,54,50,50,50,4,0
PO010880,SUP029,SITE03,P00109,2023-04-10,2023-06-02,2023-06-09,9,9,7,1,60,50,50,50,10,0
PO010881,SUP029,SITE03,P00109,2023-05-22,2023-07-16,2023-07-13,2,2,-3,0,52,50,50,50,2,1
PO010882,SUP029,SITE03,P00109,2024-01-01,2024-02-19,2024-02-17,4,4,-2,0,47,50,50,50,-3,1
PO010883,SUP029,SITE03,P00109,2024-02-19,2024-04-02,2024-04-01,2,2,-1,0,42,50,50,50,-8,1
PO010884,SUP029,SITE03,P00109,2024-04-22,2024-06-10,2024-06-13,5,5,3,1,52,50,50,50,2,0
PO010885,SUP029,SITE04,P00109,2022-01-17,2022-03-03,2022-03-01,5,5,-2,0,43,50,50,50,-7,1
PO010886,SUP029,SITE04,P00109,2022-10-31,2022-12-20,2022-12-20,2,2,0,0,50,50,50,50,0,1
PO010887,SUP029,SITE04,P00109,2022-11-21,2023-01-02,2023-01-02,10,9,0,0,42,50,50,50,-8,0
PO010888,SUP029,SITE04,P00109,2023-08-14,2023-10-14,2023-10-14,6,6,0,0,61,50,50,50,11,1
PO010889,SUP029,SITE04,P00109,2023-11-20,2024-01-05,2024-01-04,4,4,-1,0,45,50,50,50,-5,1
PO010890,SUP029,SITE04,P00109,2023-12-18,2024-01-30,2024-02-03,8,8,4,1,47,50,50,50,-3,0
PO010891,SUP029,SITE04,P00109,2023-12-25,2024-02-08,2024-02-08,6,6,0,0,45,50,50,50,-5,1
PO010892,SUP029,SITE04,P00109,2024-01-22,2024-03-13,2024-03-16,7,7,3,1,54,50,50,50,4,0
PO010893,SUP029,SITE04,P00109,2024-01-29,2024-03-22,2024-03-23,7,7,1,1,54,50,50,50,4,0
PO010894,SUP029,SITE04,P00109,2024-03-04,2024-04-27,2024-04-25,5,5,-2,0,52,50,50,50,2,1
PO010895,SUP029,SITE04,P00109,2024-07-01,2024-08-20,2024-08-19,2,2,-1,0,49,50,50,50,-1,1
PO010896,SUP029,SITE04,P00109,2024-08-19,2024-10-03,2024-10-08,5,5,5,1,50,50,50,50,0,0
PO010897,SUP029,SITE04,P00109,2024-08-26,2024-10-15,2024-10-16,11,11,1,1,51,50,50,50,1,0
PO010898,SUP029,SITE04,P00109,2024-09-30,2024-11-16,2024-11-15,4,4,-1,0,46,50,50,50,-4,1
PO010899,SUP029,SITE04,P00109,2024-10-28,2024-12-19,2024-12-19,10,10,0,0,52,50,50,50,2,1
PO010900,SUP029,SITE05,P00109,2023-04-24,2023-06-22,2023-06-22,5,5,0,0,59,50,50,50,9,1
PO010901,SUP029,SITE05,P00109,2023-12-04,2024-01-23,2024-01-21,5,5,-2,0,48,50,50,50,-2,1
PO010902,SUP029,SITE05,P00109,2024-03-25,2024-05-12,2024-05-15,3,3,3,1,51,50,50,50,1,0
PO010903,SUP029,SITE05,P00109,2024-05-27,2024-07-14,2024-07-16,9,7,2,1,50,50,50,50,0,0
PO010904,SUP029,SITE05,P00109,2024-07-01,2024-08-19,2024-08-20,6,6,1,1,50,50,50,50,0,0
PO010905,SUP029,SITE05,P00109,2024-10-07,2024-11-26,2024-11-25,4,4,-1,0,49,50,50,50,-1,1
PO010906,SUP029,SITE05,P00109,2024-10-14,2024-12-03,2024-11-30,5,5,-3,0,47,50,50,50,-3,1
PO010907,SUP029,SITE05,P00109,2024-12-09,2025-01-27,2025-01-25,4,4,-2,0,47,50,50,50,-3,1
PO010908,SUP029,SITE06,P00109,2022-01-17,2022-03-15,2022-03-13,15,15,-2,0,55,50,50,50,5,1
PO010909,SUP029,SITE06,P00109,2022-02-14,2022-03-30,2022-04-02,8,8,3,1,47,50,50,50,-3,0
PO010910,SUP029,SITE06,P00109,2022-04-04,2022-05-24,2022-05-26,25,25,2,1,52,50,50,50,2,0
PO010911,SUP029,SITE06,P00109,2022-04-25,2022-06-13,2022-06-20,13,12,7,1,56,50,50,50,6,0
PO010912,SUP029,SITE06,P00109,2022-07-18,2022-09-12,2022-09-14,21,21,2,1,58,50,50,50,8,0
PO010913,SUP029,SITE06,P00109,2022-07-25,2022-09-17,2022-09-16,8,8,-1,0,53,50,50,50,3,1
PO010914,SUP029,SITE06,P00109,2022-10-10,2022-12-02,2022-11-29,15,15,-3,0,50,50,50,50,0,1
PO010915,SUP029,SITE06,P00109,2022-11-21,2023-01-06,2023-01-08,5,5,2,1,48,50,50,50,-2,0
PO010916,SUP029,SITE06,P00109,2023-01-02,2023-02-22,2023-02-20,15,15,-2,0,49,50,50,50,-1,1
PO010917,SUP029,SITE06,P00109,2023-02-27,2023-04-23,2023-04-22,18,18,-1,0,54,50,50,50,4,1
PO010918,SUP029,SITE06,P00109,2023-03-27,2023-05-17,2023-05-17,8,8,0,0,51,50,50,50,1,1
PO010919,SUP029,SITE06,P00109,2023-08-07,2023-09-25,2023-10-06,9,6,11,1,60,50,50,50,10,0
PO010920,SUP029,SITE06,P00109,2023-09-11,2023-11-03,2023-11-02,11,11,-1,0,52,50,50,50,2,1
PO010921,SUP029,SITE06,P00109,2024-01-08,2024-02-29,2024-03-02,9,9,2,1,54,50,50,50,4,0
PO010922,SUP029,SITE06,P00109,2024-01-15,2024-03-11,2024-03-09,10,10,-2,0,54,50,50,50,4,1
PO010923,SUP029,SITE06,P00109,2024-06-03,2024-07-16,2024-07-17,9,9,1,1,44,50,50,50,-6,0
PO010924,SUP029,SITE06,P00109,2024-07-01,2024-08-19,2024-08-25,15,15,6,1,55,50,50,50,5,0
PO010925,SUP029,SITE06,P00109,2024-07-15,2024-08-26,2024-08-23,6,6,-3,0,39,50,50,50,-11,1
PO010926,SUP029,SITE06,P00109,2024-11-18,2025-01-04,2025-01-03,8,8,-1,0,46,50,50,50,-4,1
PO010927,SUP029,SITE06,P00109,2024-11-25,2025-01-09,2025-01-11,11,11,2,1,47,50,50,50,-3,0
PO010928,SUP029,SITE06,P00109,2024-12-16,2025-02-09,2025-02-06,36,36,-3,0,52,50,50,50,2,1
PO010929,SUP036,SITE01,P00110,2022-01-31,2022-03-13,2022-03-12,2,1,-1,0,40,39,39,39,1,0
PO010930,SUP036,SITE01,P00110,2022-06-13,2022-07-21,2022-07-20,3,3,-1,0,37,39,39,39,-2,1
PO010931,SUP036,SITE01,P00110,2022-06-27,2022-08-07,2022-08-07,5,5,0,0,41,39,39,39,2,1
PO010932,SUP036,SITE01,P00110,2022-08-08,2022-09-13,2022-09-12,3,3,-1,0,35,39,39,39,-4,1
PO010933,SUP036,SITE01,P00110,2022-09-26,2022-11-04,2022-11-07,3,3,3,1,42,39,39,39,3,0
PO010934,SUP036,SITE01,P00110,2022-12-26,2023-02-04,2023-02-01,4,4,-3,0,37,39,39,39,-2,1
PO010935,SUP036,SITE01,P00110,2023-03-06,2023-04-12,2023-04-10,4,4,-2,0,35,39,39,39,-4,1
PO010936,SUP036,SITE02,P00110,2022-02-28,2022-04-10,2022-04-13,6,6,3,1,44,39,39,39,5,0
PO010937,SUP036,SITE02,P00110,2022-10-03,2022-11-15,2022-11-22,2,2,7,1,50,39,39,39,11,0
PO010938,SUP036,SITE02,P00110,2023-05-22,2023-07-01,2023-07-02,4,4,1,1,41,39,39,39,2,0
PO010939,SUP036,SITE02,P00110,2023-09-04,2023-10-15,2023-10-13,3,3,-2,0,39,39,39,39,0,1
PO010940,SUP036,SITE02,P00110,2024-05-27,2024-07-04,2024-07-04,1,1,0,0,38,39,39,39,-1,1
PO010941,SUP036,SITE03,P00110,2022-12-19,2023-01-29,2023-01-29,4,4,0,0,41,39,39,39,2,1
PO010942,SUP036,SITE03,P00110,2023-04-10,2023-05-21,2023-05-20,1,1,-1,0,40,39,39,39,1,1
PO010943,SUP036,SITE03,P00110,2024-01-22,2024-03-01,2024-03-04,4,4,3,1,42,39,39,39,3,0
PO010944,SUP036,SITE03,P00110,2024-05-13,2024-06-19,2024-06-22,2,2,3,1,40,39,39,39,1,0
PO010945,SUP036,SITE03,P00110,2024-11-18,2024-12-24,2024-12-23,2,2,-1,0,35,39,39,39,-4,1
PO010946,SUP036,SITE03,P00110,2024-12-23,2025-01-29,2025-01-30,2,2,1,1,38,39,39,39,-1,0
PO010947,SUP036,SITE04,P00110,2022-02-28,2022-04-02,2022-03-30,15,15,-3,0,30,39,39,39,-9,1
PO010948,SUP036,SITE04,P00110,2022-05-16,2022-06-18,2022-06-20,5,5,2,1,35,39,39,39,-4,0
PO010949,SUP036,SITE04,P00110,2022-06-06,2022-07-15,2022-07-14,7,7,-1,0,38,39,39,39,-1,1
PO010950,SUP036,SITE04,P00110,2023-05-15,2023-06-23,2023-06-20,6,6,-3,0,36,39,39,39,-3,1
PO010951,SUP036,SITE04,P00110,2023-06-12,2023-07-22,2023-07-20,10,8,-2,0,38,39,39,39,-1,0
PO010952,SUP036,SITE04,P00110,2023-10-02,2023-11-10,2023-11-10,5,5,0,0,39,39,39,39,0,1
PO010953,SUP036,SITE04,P00110,2023-12-04,2024-01-12,2024-01-17,16,16,5,1,44,39,39,39,5,0
PO010954,SUP036,SITE04,P00110,2024-03-18,2024-04-25,2024-04-22,7,7,-3,0,35,39,39,39,-4,1
PO010955,SUP036,SITE04,P00110,2024-05-20,2024-06-30,2024-07-03,5,5,3,1,44,39,39,39,5,0
PO010956,SUP036,SITE04,P00110,2024-08-05,2024-09-16,2024-09-16,3,3,0,0,42,39,39,39,3,1
PO010957,SUP036,SITE04,P00110,2024-11-11,2024-12-16,2024-12-13,12,12,-3,0,32,39,39,39,-7,1
PO010958,SUP036,SITE05,P00110,2022-12-05,2023-01-16,2023-01-17,2,2,1,1,43,39,39,39,4,0
PO010959,SUP036,SITE05,P00110,2024-05-27,2024-07-03,2024-06-30,3,3,-3,0,34,39,39,39,-5,1
PO010960,SUP036,SITE05,P00110,2024-09-30,2024-11-10,2024-11-09,2,2,-1,0,40,39,39,39,1,1
PO010961,SUP036,SITE05,P00110,2024-12-16,2025-01-26,2025-01-27,1,1,1,1,42,39,39,39,3,0
PO010962,SUP036,SITE06,P00110,2022-01-10,2022-02-17,2022-02-22,7,5,5,1,43,39,39,39,4,0
PO010963,SUP036,SITE06,P00110,2022-01-31,2022-03-11,2022-03-12,9,9,1,1,40,39,39,39,1,0
PO010964,SUP036,SITE06,P00110,2022-04-04,2022-05-21,2022-05-19,18,18,-2,0,45,39,39,39,6,1
PO010965,SUP036,SITE06,P00110,2022-07-25,2022-08-31,2022-08-31,8,8,0,0,37,39,39,39,-2,1
PO010966,SUP036,SITE06,P00110,2022-10-17,2022-11-29,2022-11-26,8,8,-3,0,40,39,39,39,1,1
PO010967,SUP036,SITE06,P00110,2022-10-24,2022-12-07,2022-12-05,5,5,-2,0,42,39,39,39,3,1
PO010968,SUP036,SITE06,P00110,2022-11-28,2023-01-03,2022-12-31,4,4,-3,0,33,39,39,39,-6,1
