po_id,supplier_id,site_id,part_id,order_date,promised_date,receipt_date,ordered_qty,received_qty
PO017149,SUP006,SITE03,P00175,2023-10-23,2023-12-16,2023-12-16,46,46
PO017150,SUP006,SITE03,P00175,2023-10-30,2023-12-26,2023-12-27,21,21
PO017151,SUP006,SITE03,P00175,2023-11-06,2024-01-08,2024-01-07,13,13
PO017152,SUP006,SITE03,P00175,2023-11-13,2024-01-17,2024-01-20,44,44
PO017153,SUP006,SITE03,P00175,2024-01-01,2024-02-28,2024-03-02,24,24
PO017154,SUP006,SITE03,P00175,2024-02-26,2024-04-29,2024-04-30,26,20
PO017155,SUP006,SITE03,P00175,2024-04-01,2024-06-01,2024-06-04,23,23
PO017156,SUP006,SITE03,P00175,2024-05-06,2024-07-11,2024-07-17,21,21
PO017157,SUP006,SITE03,P00175,2024-05-13,2024-07-17,2024-07-21,37,37
PO017158,SUP006,SITE03,P00175,2024-05-20,2024-07-27,2024-07-25,49,49
PO017159,SUP006,SITE03,P00175,2024-07-15,2024-09-12,2024-09-13,19,19
PO017160,SUP006,SITE03,P00175,2024-08-26,2024-10-26,2024-10-27,23,23
PO017161,SUP006,SITE03,P00175,2024-09-02,2024-11-01,2024-11-06,41,41
PO017162,SUP006,SITE03,P00175,2024-09-23,2024-11-20,2024-11-22,18,18
PO017163,SUP006,SITE03,P00175,2024-09-30,2024-11-28,2024-11-27,10,8
PO017164,SUP006,SITE03,P00175,2024-10-14,2024-12-09,2024-12-07,28,28
PO017165,SUP006,SITE03,P00175,2024-12-16,2025-02-13,2025-02-15,27,17
PO017166,SUP006,SITE04,P00175,2022-01-10,2022-03-09,2022-03-10,14,14
PO017167,SUP006,SITE04,P00175,2022-01-24,2022-03-28,2022-03-31,45,45
PO017168,SUP006,SITE04,P00175,2022-01-31,2022-04-04,2022-04-08,46,36
PO017169,SUP006,SITE04,P00175,2022-03-07,2022-05-11,2022-05-12,33,33
PO017170,SUP006,SITE04,P00175,2022-04-18,2022-06-14,2022-06-18,39,39
PO017171,SUP006,SITE04,P00175,2022-05-02,2022-06-28,2022-07-05,16,16
PO017172,SUP006,SITE04,P00175,2022-05-16,2022-07-14,2022-07-16,26,26
PO017173,SUP006,SITE04,P00175,2022-07-25,2022-09-28,2022-10-03,37,37
PO017174,SUP006,SITE04,P00175,2022-10-10,2022-12-06,2022-12-14,55,55
PO017175,SUP006,SITE04,P00175,2022-10-17,2022-12-09,2022-12-12,79,79
PO017176,SUP006,SITE04,P00175,2022-11-14,2023-01-10,2023-01-14,46,46
PO017177,SUP006,SITE04,P00175,2022-11-28,2023-01-24,2023-01-30,60,60
PO017178,SUP006,SITE04,P00175,2022-12-19,2023-02-28,2023-02-28,43,36
PO017179,SUP006,SITE04,P00175,2023-02-13,2023-04-11,2023-04-15,48,30
PO017180,SUP006,SITE04,P00175,2023-04-03,2023-06-02,2023-05-30,27,27
PO017181,SUP006,SITE04,P00175,2023-05-01,2023-06-26,2023-06-28,55,39
PO017182,SUP006,SITE04,P00175,2023-05-08,2023-06-30,2023-07-06,96,64
PO017183,SUP006,SITE04,P00175,2023-05-29,2023-07-22,2023-07-26,122,122
PO017184,SUP006,SITE04,P00175,2023-10-23,2023-12-19,2023-12-23,37,33
PO017185,SUP006,SITE04,P00175,2023-11-06,2024-01-12,2024-01-14,32,32
PO017186,SUP006,SITE04,P00175,2023-12-04,2024-02-04,2024-02-06,82,82
PO017187,SUP006,SITE04,P00175,2024-01-29,2024-03-30,2024-04-01,25,25
PO017188,SUP006,SITE04,P00175,2024-03-11,2024-05-15,2024-05-21,43,43
PO017189,SUP006,SITE04,P00175,2024-03-25,2024-05-26,2024-05-24,52,52
PO017190,SUP006,SITE04,P00175,2024-07-15,2024-09-05,2024-09-05,79,79
PO017191,SUP006,SITE04,P00175,2024-07-29,2024-09-23,2024-09-24,40,40
PO017192,SUP006,SITE04,P00175,2024-08-05,2024-09-29,2024-09-30,76,64
PO017193,SUP006,SITE04,P00175,2024-08-19,2024-10-19,2024-10-23,50,50
PO017194,SUP006,SITE04,P00175,2024-09-09,2024-11-13,2024-11-12,30,30
PO017195,SUP006,SITE04,P00175,2024-09-16,2024-11-11,2024-11-09,56,56
PO017196,SUP006,SITE04,P00175,2024-10-21,2024-12-15,2024-12-15,29,25
PO017197,SUP006,SITE04,P00175,2024-11-04,2024-12-29,2024-12-30,37,37
PO017198,SUP006,SITE04,P00175,2024-11-11,2025-01-09,2025-01-09,53,53
PO017199,SUP006,SITE04,P00175,2024-12-02,2025-01-29,2025-02-01,41,41
PO017200,SUP006,SITE04,P00175,2024-12-16,2025-02-09,2025-02-11,58,58
PO017201,SUP006,SITE05,P00175,2022-01-17,2022-03-17,2022-03-21,11,11
PO017202,SUP006,SITE05,P00175,2022-03-21,2022-05-21,2022-05-25,14,14
PO017203,SUP006,SITE05,P00175,2022-04-04,2022-06-03,2022-06-01,17,17
PO017204,SUP006,SITE05,P00175,2022-05-23,2022-07-22,2022-07-24,36,31
PO017205,SUP006,SITE05,P00175,2022-06-06,2022-08-09,2022-08-09,26,26
PO017206,SUP006,SITE05,P00175,2022-06-27,2022-08-22,2022-08-25,16,16
PO017207,SUP006,SITE05,P00175,2022-07-25,2022-09-26,2022-09-24,18,18
PO017208,SUP006,SITE05,P00175,2022-08-15,2022-10-13,2022-10-12,6,6
PO017209,SUP006,SITE05,P00175,2022-12-12,2023-02-10,2023-02-08,47,47
PO017210,SUP006,SITE05,P00175,2023-03-27,2023-06-01,2023-06-04,10,7
PO017211,SUP006,SITE05,P00175,2023-04-10,2023-06-08,2023-06-14,13,13
PO017212,SUP006,SITE05,P00175,2023-05-15,2023-07-07,2023-07-12,38,38
PO017213,SUP006,SITE05,P00175,2023-05-22,2023-07-24,2023-07-25,11,11
PO017214,SUP006,SITE05,P00175,2023-08-14,2023-10-22,2023-10-25,18,18
PO017215,SUP006,SITE05,P00175,2023-09-04,2023-10-27,2023-10-30,7,6
PO017216,SUP006,SITE05,P00175,2023-12-04,2024-02-02,2024-02-07,10,10
PO017217,SUP006,SITE05,P00175,2023-12-18,2024-02-24,2024-02-22,7,7
PO017218,SUP006,SITE05,P00175,2024-01-08,2024-03-04,2024-03-01,14,14
PO017219,SUP006,SITE05,P00175,2024-02-26,2024-04-20,2024-04-21,3,3
PO017220,SUP006,SITE05,P00175,2024-04-15,2024-06-21,2024-06-19,18,18
PO017221,SUP006,SITE05,P00175,2024-05-06,2024-06-29,2024-06-28,11,11
PO017222,SUP006,SITE05,P00175,2024-07-01,2024-08-28,2024-08-26,15,15
PO017223,SUP006,SITE05,P00175,2024-08-26,2024-10-20,2024-10-23,29,26
PO017224,SUP006,SITE05,P00175,2024-09-09,2024-11-09,2024-11-14,21,21
PO017225,SUP006,SITE05,P00175,2024-09-16,2024-11-08,2024-11-07,21,21
PO017226,SUP006,SITE05,P00175,2024-09-30,2024-11-28,2024-11-27,7,7
PO017227,SUP006,SITE05,P00175,2024-10-21,2024-12-25,2024-12-28,64,64
PO017228,SUP006,SITE05,P00175,2024-11-25,2025-01-21,2025-01-24,22,22
PO017229,SUP006,SITE06,P00175,2022-01-03,2022-03-01,2022-03-02,31,31
PO017230,SUP006,SITE06,P00175,2022-02-14,2022-04-18,2022-04-19,15,10
PO017231,SUP006,SITE06,P00175,2022-04-04,2022-06-01,2022-05-29,37,37
PO017232,SUP006,SITE06,P00175,2022-05-02,2022-07-02,2022-07-01,21,21
PO017233,SUP006,SITE06,P00175,2022-08-29,2022-10-30,2022-11-01,15,15
PO017234,SUP006,SITE06,P00175,2022-10-03,2022-11-30,2022-12-01,30,30
PO017235,SUP006,SITE06,P00175,2022-10-24,2022-12-24,2022-12-22,13,13
PO017236,SUP006,SITE06,P00175,2022-11-07,2023-01-05,2023-01-08,20,20
PO017237,SUP006,SITE06,P00175,2023-02-06,2023-04-07,2023-04-08,14,14
PO017238,SUP006,SITE06,P00175,2023-03-20,2023-05-21,2023-05-24,4,4
PO017239,SUP006,SITE06,P00175,2023-04-24,2023-06-24,2023-07-03,23,23
PO017240,SUP006,SITE06,P00175,2023-05-01,2023-07-08,2023-07-10,45,45
PO017241,SUP006,SITE06,P00175,2023-07-10,2023-09-03,2023-09-03,21,21
PO017242,SUP006,SITE06,P00175,2023-08-07,2023-10-10,2023-10-11,34,34
PO017243,SUP006,SITE06,P00175,2023-08-14,2023-10-11,2023-10-10,43,43
PO017244,SUP006,SITE06,P00175,2023-09-11,2023-11-05,2023-11-07,23,23
PO017245,SUP006,SITE06,P00175,2023-09-18,2023-11-15,2023-11-14,30,30
PO017246,SUP006,SITE06,P00175,2023-11-13,2024-01-13,2024-01-14,19,19
PO017247,SUP006,SITE06,P00175,2023-12-11,2024-02-10,2024-02-08,30,30
PO017248,SUP006,SITE06,P00175,2024-01-15,2024-03-07,2024-03-10,10,10
PO017249,SUP006,SITE06,P00175,2024-02-05,2024-04-08,2024-04-08,36,36
PO017250,SUP006,SITE06,P00175,2024-02-26,2024-04-21,2024-04-23,25,25
PO017251,SUP006,SITE06,P00175,2024-03-04,2024-04-27,2024-04-25,62,62
PO017252,SUP006,SITE06,P00175,2024-03-11,2024-05-12,2024-05-17,11,11
PO017253,SUP006,SITE06,P00175,2024-04-01,2024-06-10,2024-06-18,35,24
PO017254,SUP006,SITE06,P00175,2024-05-13,2024-07-21,2024-07-21,27,27
PO017255,SUP006,SITE06,P00175,2024-05-27,2024-07-28,2024-07-29,32,26
PO017256,SUP006,SITE06,P00175,2024-07-08,2024-09-23,2024-09-26,18,18
PO017257,SUP006,SITE06,P00175,2024-09-30,2024-12-03,2024-12-01,25,25
PO017258,SUP006,SITE06,P00175,2024-10-14,2024-12-21,2024-12-21,11,11
PO017259,SUP006,SITE06,P00175,2024-11-11,2025-01-04,2025-01-02,24,24
PO017260,SUP006,SITE06,P00175,2024-11-18,2025-01-19,2025-01-22,28,28
PO017261,SUP006,SITE06,P00175,2024-11-25,2025-01-26,2025-01-25,22,22
PO017262,SUP006,SITE06,P00175,2024-12-09,2025-02-11,2025-02-11,19,19
PO017263,SUP006,SITE06,P00175,2024-12-23,2025-02-25,2025-02-24,19,19
PO017264,SUP034,SITE01,P00176,2022-02-14,2022-03-31,2022-03-31,2,1
PO017265,SUP034,SITE01,P00176,2022-05-30,2022-07-14,2022-07-15,13,13
PO017266,SUP034,SITE01,P00176,2022-06-13,2022-07-24,2022-07-22,7,7
PO017267,SUP034,SITE01,P00176,2022-08-29,2022-10-16,2022-10-16,6,6
PO017268,SUP034,SITE01,P00176,2023-03-20,2023-05-07,2023-05-07,3,3
PO017269,SUP034,SITE01,P00176,2023-04-10,2023-05-27,2023-05-24,15,15
PO017270,SUP034,SITE01,P00176,2023-05-22,2023-07-02,2023-06-29,24,24
PO017271,SUP034,SITE01,P00176,2023-07-10,2023-08-25,2023-08-25,10,10
PO017272,SUP034,SITE01,P00176,2023-07-24,2023-09-02,2023-09-03,13,13
PO017273,SUP034,SITE01,P00176,2023-09-11,2023-10-25,2023-10-26,8,8
PO017274,SUP034,SITE01,P00176,2023-10-16,2023-12-03,2023-12-01,36,36
PO017275,SUP034,SITE01,P00176,2023-12-04,2024-01-15,2024-01-15,10,10
PO017276,SUP034,SITE01,P00176,2024-04-22,2024-06-09,2024-06-09,18,13
PO017277,SUP034,SITE01,P00176,2024-04-29,2024-06-12,2024-06-18,10,10
PO017278,SUP034,SITE01,P00176,2024-06-03,2024-07-10,2024-07-11,23,23
PO017279,SUP034,SITE01,P00176,2024-09-16,2024-11-03,2024-11-03,12,12
PO017280,SUP034,SITE01,P00176,2024-10-07,2024-11-20,2024-11-24,6,6
PO017281,SUP034,SITE01,P00176,2024-12-02,2025-01-16,2025-01-13,9,9
PO017282,SUP034,SITE02,P00176,2022-02-07,2022-03-25,2022-03-27,18,18
PO017283,SUP034,SITE02,P00176,2022-04-04,2022-05-17,2022-05-22,34,34
PO017284,SUP034,SITE02,P00176,2022-04-18,2022-06-03,2022-06-03,46,46
PO017285,SUP034,SITE02,P00176,2022-04-25,2022-06-06,2022-06-03,17,17
PO017286,SUP034,SITE02,P00176,2022-06-20,2022-08-01,2022-08-04,25,25
PO017287,SUP034,SITE02,P00176,2022-06-27,2022-08-17,2022-08-21,14,14
PO017288,SUP034,SITE02,P00176,2022-08-29,2022-10-14,2022-10-18,19,19
PO017289,SUP034,SITE02,P00176,2022-09-12,2022-10-26,2022-10-27,12,12
PO017290,SUP034,SITE02,P00176,2022-11-28,2023-01-11,2023-01-11,25,25
PO017291,SUP034,SITE02,P00176,2022-12-19,2023-01-30,2023-01-27,15,15
PO017292,SUP034,SITE02,P00176,2023-01-02,2023-02-21,2023-02-22,6,6
PO017293,SUP034,SITE02,P00176,2023-02-27,2023-04-18,2023-04-21,15,11
PO017294,SUP034,SITE02,P00176,2023-03-20,2023-04-29,2023-04-28,11,11
PO017295,SUP034,SITE02,P00176,2023-04-03,2023-05-11,2023-05-12,9,9
PO017296,SUP034,SITE02,P00176,2023-04-10,2023-05-18,2023-05-17,12,12
PO017297,SUP034,SITE02,P00176,2023-06-05,2023-07-13,2023-07-10,26,26
PO017298,SUP034,SITE02,P00176,2023-06-26,2023-08-09,2023-08-10,23,23
PO017299,SUP034,SITE02,P00176,2023-08-14,2023-10-01,2023-10-01,11,7
PO017300,SUP034,SITE02,P00176,2023-08-28,2023-10-07,2023-10-07,10,10
PO017301,SUP034,SITE02,P00176,2023-10-09,2023-11-27,2023-11-29,4,4
PO017302,SUP034,SITE02,P00176,2023-11-06,2023-12-17,2023-12-19,23,23
PO017303,SUP034,SITE02,P00176,2023-11-20,2023-12-30,2023-12-31,6,6
PO017304,SUP034,SITE02,P00176,2023-12-18,2024-01-30,2024-01-31,9,9
PO017305,SUP034,SITE02,P00176,2024-01-15,2024-02-26,2024-02-27,7,7
PO017306,SUP034,SITE02,P00176,2024-04-15,2024-05-30,2024-05-30,10,10
PO017307,SUP034,SITE02,P00176,2024-05-20,2024-07-04,2024-07-05,43,43
PO017308,SUP034,SITE02,P00176,2024-07-22,2024-09-07,2024-09-05,31,22
PO017309,SUP034,SITE02,P00176,2024-08-12,2024-09-25,2024-09-25,12,12
PO017310,SUP034,SITE02,P00176,2024-09-09,2024-10-22,2024-10-27,13,10
PO017311,SUP034,SITE02,P00176,2024-09-30,2024-11-07,2024-11-09,29,18
PO017312,SUP034,SITE02,P00176,2024-11-04,2024-12-19,2024-12-16,19,19
PO017313,SUP034,SITE02,P00176,2024-11-11,2024-12-26,2024-12-24,12,12
PO017314,SUP034,SITE02,P00176,2024-11-18,2025-01-03,2024-12-31,19,19
PO017315,SUP034,SITE03,P00176,2022-01-10,2022-02-17,2022-02-22,7,7
PO017316,SUP034,SITE03,P00176,2022-03-07,2022-04-19,2022-04-23,12,12
PO017317,SUP034,SITE03,P00176,2022-04-18,2022-05-31,2022-06-05,23,23
PO017318,SUP034,SITE03,P00176,2022-05-02,2022-06-11,2022-06-12,7,6
PO017319,SUP034,SITE03,P00176,2022-05-16,2022-06-30,2022-07-03,6,6
PO017320,SUP034,SITE03,P00176,2022-06-13,2022-07-28,2022-07-25,5,5
PO017321,SUP034,SITE03,P00176,2022-09-19,2022-11-04,2022-11-05,3,2
PO017322,SUP034,SITE03,P00176,2022-09-26,2022-11-08,2022-11-06,11,11
PO017323,SUP034,SITE03,P00176,2022-10-17,2022-11-27,2022-11-25,7,7
PO017324,SUP034,SITE03,P00176,2022-10-24,2022-12-10,2022-12-14,4,4
PO017325,SUP034,SITE03,P00176,2022-11-07,2022-12-24,2022-12-23,12,12
PO017326,SUP034,SITE03,P00176,2022-11-28,2023-01-06,2023-01-04,6,6
PO017327,SUP034,SITE03,P00176,2022-12-19,2023-02-01,2023-02-07,11,7
PO017328,SUP034,SITE03,P00176,2023-01-09,2023-02-20,2023-02-23,18,18
PO017329,SUP034,SITE03,P00176,2023-07-31,2023-09-17,2023-09-17,9,9
PO017330,SUP034,SITE03,P00176,2024-01-15,2024-02-29,2024-02-27,4,4
PO017331,SUP034,SITE03,P00176,2024-02-05,2024-03-11,2024-03-09,6,6
PO017332,SUP034,SITE03,P00176,2024-02-12,2024-03-22,2024-03-27,9,9
PO017333,SUP034,SITE03,P00176,2024-02-19,2024-04-03,2024-04-02,12,12
PO017334,SUP034,SITE03,P00176,2024-06-10,2024-07-21,2024-07-25,20,20
PO017335,SUP034,SITE04,P00176,2022-01-17,2022-03-04,2022-03-05,8,8
PO017336,SUP034,SITE04,P00176,2022-04-25,2022-06-04,2022-06-01,19,19
PO017337,SUP034,SITE04,P00176,2022-05-09,2022-06-21,2022-06-18,20,20
PO017338,SUP034,SITE04,P00176,2022-07-11,2022-08-17,2022-08-21,51,51
PO017339,SUP034,SITE04,P00176,2022-09-12,2022-10-25,2022-10-25,7,7
PO017340,SUP034,SITE04,P00176,2022-09-19,2022-10-31,2022-11-04,26,26
PO017341,SUP034,SITE04,P00176,2022-10-31,2022-12-15,2022-12-14,21,19
PO017342,SUP034,SITE04,P00176,2022-11-21,2023-01-06,2023-01-03,7,7
PO017343,SUP034,SITE04,P00176,2022-12-12,2023-01-21,2023-01-21,6,6
PO017344,SUP034,SITE04,P00176,2023-02-20,2023-04-07,2023-04-04,35,31
PO017345,SUP034,SITE04,P00176,2023-02-27,2023-04-14,2023-04-11,6,6
PO017346,SUP034,SITE04,P00176,2023-03-06,2023-04-22,2023-04-19,20,20
PO017347,SUP034,SITE04,P00176,2023-04-24,2023-06-07,2023-06-07,15,15
PO017348,SUP034,SITE04,P00176,2023-05-08,2023-06-22,2023-06-23,16,16
PO017349,SUP034,SITE04,P00176,2023-07-03,2023-08-12,2023-08-15,27,27
PO017350,SUP034,SITE04,P00176,2023-08-07,2023-09-16,2023-09-14,8,8
PO017351,SUP034,SITE04,P00176,2023-09-18,2023-10-30,2023-10-27,27,27
PO017352,SUP034,SITE04,P00176,2023-09-25,2023-11-09,2023-11-06,18,18
PO017353,SUP034,SITE04,P00176,2023-10-09,2023-11-25,2023-11-27,10,10
PO017354,SUP034,SITE04,P00176,2024-01-22,2024-03-07,2024-03-07,89,89
PO017355,SUP034,SITE04,P00176,2024-03-04,2024-04-16,2024-04-13,22,22
PO017356,SUP034,SITE04,P00176,2024-04-08,2024-05-19,2024-05-16,23,21
PO017357,SUP034,SITE04,P00176,2024-04-22,2024-06-08,2024-06-10,13,13
PO017358,SUP034,SITE04,P00176,2024-05-06,2024-06-19,2024-06-17,22,22
PO017359,SUP034,SITE04,P00176,2024-05-20,2024-07-02,2024-07-05,26,26
PO017360,SUP034,SITE04,P00176,2024-06-17,2024-07-31,2024-08-05,12,12
PO017361,SUP034,SITE04,P00176,2024-07-01,2024-08-13,2024-08-14,14,14
PO017362,SUP034,SITE04,P00176,2024-09-02,2024-10-20,2024-10-21,12,12
PO017363,SUP034,SITE04,P00176,2024-09-09,2024-10-19,2024-10-20,10,7
PO017364,SUP034,SITE04,P00176,2024-10-14,2024-11-27,2024-12-01,17,17
PO017365,SUP034,SITE04,P00176,2024-11-04,2024-12-17,2024-12-14,15,15
PO017366,SUP034,SITE04,P00176,2024-11-11,2024-12-22,2024-12-19,39,39
PO017367,SUP034,SITE04,P00176,2024-11-18,2025-01-04,2025-01-01,15,15
PO017368,SUP034,SITE04,P00176,2024-12-09,2025-01-23,2025-01-22,13,13
PO017369,SUP034,SITE04,P00176,2024-12-16,2025-02-05,2025-02-06,26,26
PO017370,SUP034,SITE05,P00176,2022-01-24,2022-03-10,2022-03-07,7,7
PO017371,SUP034,SITE05,P00176,2022-04-11,2022-05-26,2022-05-25,10,10
PO017372,SUP034,SITE05,P00176,2022-05-09,2022-06-16,2022-06-18,3,3
PO017373,SUP034,SITE05,P00176,2022-06-20,2022-08-06,2022-08-03,7,7
PO017374,SUP034,SITE05,P00176,2022-08-15,2022-09-27,2022-09-28,6,5
PO017375,SUP034,SITE05,P00176,2022-11-14,2023-01-03,2023-01-03,11,11
PO017376,SUP034,SITE05,P00176,2022-11-21,2023-01-01,2022-12-29,13,13
PO017377,SUP034,SITE05,P00176,2022-12-26,2023-02-10,2023-02-11,12,12
PO017378,SUP034,SITE05,P00176,2023-02-27,2023-04-16,2023-04-17,12,12
PO017379,SUP034,SITE05,P00176,2023-05-29,2023-07-10,2023-07-12,9,9
PO017380,SUP034,SITE05,P00176,2023-10-09,2023-11-25,2023-11-24,15,15
PO017381,SUP034,SITE05,P00176,2024-02-19,2024-04-04,2024-04-04,4,4
PO017382,SUP034,SITE05,P00176,2024-03-25,2024-05-12,2024-05-09,13,13
PO017383,SUP034,SITE05,P00176,2024-09-09,2024-10-22,2024-10-22,8,8
PO017384,SUP034,SITE05,P00176,2024-09-30,2024-11-15,2024-11-15,14,12
PO017385,SUP034,SITE05,P00176,2024-10-28,2024-12-14,2024-12-16,3,3
PO017386,SUP034,SITE05,P00176,2024-11-18,2024-12-31,2025-01-04,2,2
PO017387,SUP034,SITE05,P00176,2024-12-02,2025-01-14,2025-01-14,4,4
PO017388,SUP034,SITE06,P00176,2022-01-31,2022-03-14,2022-03-13,10,10
PO017389,SUP034,SITE06,P00176,2022-04-04,2022-05-12,2022-05-14,24,24
PO017390,SUP034,SITE06,P00176,2022-04-18,2022-05-28,2022-05-25,12,12
PO017391,SUP034,SITE06,P00176,2022-05-09,2022-06-22,2022-06-20,33,33
PO017392,SUP034,SITE06,P00176,2022-05-23,2022-07-08,2022-07-11,32,32
PO017393,SUP034,SITE06,P00176,2022-06-20,2022-07-31,2022-08-02,36,36
PO017394,SUP034,SITE06,P00176,2022-06-27,2022-08-07,2022-08-08,27,27
PO017395,SUP034,SITE06,P00176,2022-07-18,2022-09-02,2022-09-05,27,27
PO017396,SUP034,SITE06,P00176,2022-07-25,2022-09-03,2022-09-04,29,29
PO017397,SUP034,SITE06,P00176,2022-08-01,2022-09-14,2022-09-12,14,14
PO017398,SUP034,SITE06,P00176,2022-09-05,2022-10-17,2022-10-18,51,51
PO017399,SUP034,SITE06,P00176,2022-10-24,2022-12-10,2022-12-10,69,69
PO017400,SUP034,SITE06,P00176,2022-11-07,2022-12-15,2022-12-16,15,15
PO017401,SUP034,SITE06,P00176,2023-03-06,2023-04-15,2023-04-15,27,27
PO017402,SUP034,SITE06,P00176,2023-03-13,2023-04-25,2023-04-26,20,20
PO017403,SUP034,SITE06,P00176,2023-03-20,2023-05-03,2023-05-04,29,29
PO017404,SUP034,SITE06,P00176,2023-05-29,2023-07-06,2023-07-07,9,9
PO017405,SUP034,SITE06,P00176,2023-06-26,2023-08-08,2023-08-05,28,28
PO017406,SUP034,SITE06,P00176,2023-10-02,2023-11-14,2023-11-12,29,29
PO017407,SUP034,SITE06,P00176,2024-01-01,2024-02-15,2024-02-12,11,11
PO017408,SUP034,SITE06,P00176,2024-01-08,2024-02-22,2024-02-22,14,14
PO017409,SUP034,SITE06,P00176,2024-01-15,2024-02-29,2024-03-05,20,20
PO017410,SUP034,SITE06,P00176,2024-01-22,2024-03-08,2024-03-05,33,33
PO017411,SUP034,SITE06,P00176,2024-03-04,2024-04-22,2024-04-19,11,11
PO017412,SUP034,SITE06,P00176,2024-04-01,2024-05-07,2024-05-12,20,20
PO017413,SUP034,SITE06,P00176,2024-04-08,2024-05-23,2024-05-25,14,14
PO017414,SUP034,SITE06,P00176,2024-04-22,2024-06-03,2024-06-01,24,20
PO017415,SUP034,SITE06,P00176,2024-04-29,2024-06-08,2024-06-07,10,10
PO017416,SUP034,SITE06,P00176,2024-05-27,2024-07-05,2024-07-07,23,23
PO017417,SUP034,SITE06,P00176,2024-06-17,2024-07-31,2024-07-31,22,22
PO017418,SUP034,SITE06,P00176,2024-07-15,2024-08-26,2024-08-23,62,48
PO017419,SUP034,SITE06,P00176,2024-08-12,2024-09-27,2024-10-03,37,37
PO017420,SUP034,SITE06,P00176,2024-08-26,2024-10-09,2024-10-06,20,20
PO017421,SUP034,SITE06,P00176,2024-09-30,2024-11-03,2024-10-31,14,14
PO017422,SUP034,SITE06,P00176,2024-11-11,2024-12-22,2024-12-21,24,18
PO017423,SUP010,SITE01,P00177,2022-06-20,2022-07-24,2022-07-26,6,6
PO017424,SUP010,SITE01,P00177,2022-07-04,2022-08-06,2022-08-03,4,4
PO017425,SUP010,SITE01,P00177,2022-08-29,2022-09-29,2022-10-04,7,7
PO017426,SUP010,SITE01,P00177,2022-10-10,2022-11-16,2022-11-14,6,6
PO017427,SUP010,SITE01,P00177,2022-11-21,2022-12-28,2022-12-29,10,10
PO017428,SUP010,SITE01,P00177,2023-01-02,2023-02-04,2023-02-05,8,8
PO017429,SUP010,SITE01,P00177,2023-01-23,2023-03-05,2023-03-05,11,7
PO017430,SUP010,SITE01,P00177,2023-04-24,2023-05-31,2023-05-30,7,7
PO017431,SUP010,SITE01,P00177,2023-05-08,2023-06-07,2023-06-07,5,5
PO017432,SUP010,SITE01,P00177,2023-07-17,2023-08-22,2023-08-26,5,5
PO017433,SUP010,SITE01,P00177,2023-10-02,2023-11-06,2023-11-04,7,6
PO017434,SUP010,SITE01,P00177,2023-11-27,2023-12-30,2023-12-27,5,4
PO017435,SUP010,SITE01,P00177,2024-04-15,2024-05-21,2024-05-25,11,11
PO017436,SUP010,SITE01,P00177,2024-09-30,2024-10-31,2024-11-02,4,4
PO017437,SUP010,SITE01,P00177,2024-12-02,2025-01-05,2025-01-11,4,4
PO017438,SUP010,SITE02,P00177,2022-03-21,2022-04-23,2022-04-23,4,4
PO017439,SUP010,SITE02,P00177,2022-03-28,2022-05-03,2022-05-04,7,6
PO017440,SUP010,SITE02,P00177,2022-06-27,2022-07-31,2022-07-30,3,3
PO017441,SUP010,SITE02,P00177,2022-09-12,2022-10-12,2022-10-12,5,5
PO017442,SUP010,SITE02,P00177,2022-11-28,2022-12-28,2022-12-26,2,2
PO017443,SUP010,SITE02,P00177,2022-12-19,2023-01-26,2023-01-30,5,5
PO017444,SUP010,SITE02,P00177,2023-03-06,2023-04-08,2023-04-09,15,15
PO017445,SUP010,SITE02,P00177,2023-09-18,2023-10-29,2023-10-30,5,5
PO017446,SUP010,SITE02,P00177,2023-10-09,2023-11-16,2023-11-13,9,9
PO017447,SUP010,SITE02,P00177,2024-05-06,2024-06-12,2024-06-09,3,3
PO017448,SUP010,SITE03,P00177,2022-02-14,2022-03-21,2022-03-21,7,7
PO017449,SUP010,SITE03,P00177,2022-06-27,2022-07-28,2022-07-28,20,20
PO017450,SUP010,SITE03,P00177,2022-08-08,2022-09-13,2022-09-14,4,4
PO017451,SUP010,SITE03,P00177,2022-09-19,2022-10-22,2022-10-19,6,6
PO017452,SUP010,SITE03,P00177,2022-12-05,2023-01-09,2023-01-08,16,16
PO017453,SUP010,SITE03,P00177,2023-02-20,2023-03-24,2023-03-30,3,3
PO017454,SUP010,SITE03,P00177,2023-03-27,2023-04-27,2023-04-26,3,3
PO017455,SUP010,SITE03,P00177,2023-04-10,2023-05-21,2023-05-23,2,2
PO017456,SUP010,SITE03,P00177,2023-10-23,2023-11-27,2023-11-29,6,6
PO017457,SUP010,SITE03,P00177,2024-01-01,2024-02-07,2024-02-04,11,11
PO017458,SUP010,SITE04,P00177,2022-02-21,2022-03-30,2022-03-31,9,9
PO017459,SUP010,SITE04,P00177,2022-07-18,2022-08-20,2022-08-20,5,5
PO017460,SUP010,SITE04,P00177,2022-08-01,2022-09-07,2022-09-04,8,8
PO017461,SUP010,SITE04,P00177,2023-07-03,2023-08-07,2023-08-09,8,8
PO017462,SUP010,SITE04,P00177,2023-07-24,2023-08-25,2023-08-27,10,10
PO017463,SUP010,SITE04,P00177,2023-08-07,2023-09-05,2023-09-04,8,8
PO017464,SUP010,SITE04,P00177,2023-10-30,2023-12-05,2023-12-07,6,6
PO017465,SUP010,SITE04,P00177,2023-11-06,2023-12-14,2023-12-12,12,12
